typeID,attributeID,valueInt,valueFloat
11381,265,None,457.0
11381,267,None,0.5
11381,268,None,0.9
11381,269,None,0.375
11381,270,None,0.1375
11381,271,None,1.0
11381,272,None,0.5
11381,273,None,0.3
11381,274,None,0.2
11381,277,None,5.0
11381,278,None,1.0
11381,283,None,0.0
11381,422,None,2.0
11381,463,None,-4.0
11381,479,None,625000.0
11381,482,None,450.0
11381,484,None,0.75
11381,511,None,0.0
11381,524,None,0.75
11381,525,None,1.0
11381,552,None,37.0
11381,564,None,500.0
11381,588,None,10.0
11381,600,None,5.0
11381,633,None,5.0
11381,661,None,3000.0
11381,662,None,0.05
11381,673,None,10.0
11381,675,None,5.0
11381,1132,None,400.0
11381,1137,None,2.0
11381,1154,None,2.0
11381,1178,None,100.0
11381,1179,None,0.01
11381,1196,None,0.01
11381,1198,None,0.01
11381,1199,None,100.0
11381,1200,None,100.0
11381,1224,None,1.0
11381,1259,None,0.71
11381,1261,None,0.63
11381,1262,None,0.5
11381,1271,None,0.0
11381,1281,None,1.0
11381,1547,None,1.0
11381,1555,None,50.0
11381,1581,None,75.0
11381,1768,None,11409.0
11381,1803,None,-50.0
11381,2045,None,1.0
11381,2113,None,1.0
11381,2115,None,1.0
11381,5796,None,2.14748e+12
11382,422,None,2.0
11382,1955,None,400.0
11383,3,None,0.0
11383,9,None,756.0
11383,11,None,20.0
11383,12,None,6.0
11383,13,None,1.0
11383,14,None,2.0
11383,15,None,0.0
11383,19,None,1.0
11383,21,None,0.0
11383,37,None,150.0
11383,48,None,300.0
11383,49,None,0.0
11383,55,None,187500.0
11383,70,None,3.1
11383,76,None,25000.0
11383,79,None,4750.0
11383,102,None,2.0
11383,109,None,0.67
11383,110,None,0.67
11383,111,None,0.67
11383,113,None,0.67
11383,124,None,16777200.0
11383,129,None,15.0
11383,136,None,1.0
11383,153,None,1.34771e-06
11383,182,None,3331.0
11383,183,None,11395.0
11383,188,None,0.0
11383,192,None,6.0
11383,208,None,7.0
11383,217,None,394.0
11383,246,None,394.0
11383,263,None,313.0
11383,265,None,500.0
11383,267,None,0.4
11383,268,None,0.9
11383,269,None,0.65
11383,270,None,0.65
11383,271,None,1.0
11383,272,None,0.4
11383,273,None,0.6
11383,274,None,0.8
11383,277,None,5.0
11383,278,None,1.0
11383,283,None,0.0
11383,422,None,2.0
11383,462,None,6.0
11383,479,None,625000.0
11383,482,None,156.25
11383,484,None,0.75
11383,511,None,0.0
11383,524,None,0.75
11383,525,None,1.0
11383,552,None,30.0
11383,564,None,750.0
11383,600,None,5.0
11383,633,None,5.0
11383,661,None,3000.0
11383,662,None,0.05
11383,1132,None,400.0
11383,1137,None,2.0
11383,1154,None,2.0
11383,1178,None,100.0
11383,1179,None,0.01
11383,1196,None,0.01
11383,1198,None,0.01
11383,1199,None,100.0
11383,1200,None,100.0
11383,1224,None,1.0
11383,1259,None,0.25
11383,1261,None,0.0
11383,1262,None,0.76
11383,1271,None,0.0
11383,1281,None,1.0
11383,1547,None,1.0
11383,2045,None,1.0
11383,2113,None,1.0
11383,2115,None,1.0
11383,5796,None,2.14748e+12
11384,1955,None,400.0
11387,3,None,0.0
11387,9,None,325.0
11387,11,None,36.0
11387,12,None,3.0
11387,13,None,4.0
11387,14,None,3.0
11387,15,None,0.0
11387,19,None,1.0
11387,21,None,0.0
11387,37,None,375.0
11387,48,None,145.0
11387,49,None,0.0
11387,55,None,175000.0
11387,70,None,3.93
11387,76,None,65000.0
11387,79,None,1500.0
11387,101,None,2.0
11387,102,None,2.0
11387,109,None,0.67
11387,110,None,0.67
11387,111,None,0.67
11387,113,None,0.67
11387,124,None,16777200.0
11387,129,None,2.0
11387,136,None,1.0
11387,153,None,2.24e-06
11387,182,None,3329.0
11387,183,None,28615.0
11387,188,None,0.0
11387,192,None,7.0
11387,208,None,0.0
11387,209,None,21.0
11387,210,None,0.0
11387,211,None,0.0
11387,217,None,397.0
11387,246,None,397.0
11387,263,None,375.0
11387,265,None,375.0
11387,267,None,0.2
11387,268,None,0.9
11387,269,None,0.75
11387,270,None,0.4875
11387,271,None,0.5
11387,272,None,0.5
11387,273,None,0.6
11387,274,None,0.6
11387,277,None,5.0
11387,278,None,1.0
11387,283,None,0.0
11387,422,None,2.0
11387,460,None,10.0
11387,479,None,625000.0
11387,482,None,355.0
11387,484,None,0.75
11387,511,None,0.0
11387,524,None,0.75
11387,525,None,1.0
11387,552,None,39.0
11387,564,None,600.0
11387,587,None,10.0
11387,600,None,5.0
11387,633,None,5.0
11387,661,None,3000.0
11387,662,None,0.05
11387,1132,None,400.0
11387,1137,None,2.0
11387,1154,None,2.0
11387,1178,None,100.0
11387,1179,None,0.01
11387,1196,None,0.01
11387,1198,None,0.01
11387,1199,None,100.0
11387,1200,None,100.0
11387,1224,None,1.0
11387,1249,None,40.0
11387,1250,None,-3.0
11387,1259,None,0.5
11387,1261,None,0.63
11387,1262,None,0.5
11387,1271,None,0.0
11387,1281,None,1.0
11387,1547,None,1.0
11387,1555,None,50.0
11387,1768,None,11419.0
11387,2045,None,1.0
11387,2113,None,1.0
11387,2115,None,1.0
11387,5796,None,2.14748e+12
11388,422,None,2.0
11388,1955,None,400.0
11389,3,None,0.0
11389,9,None,669.0
11389,11,None,20.0
11389,12,None,4.0
11389,13,None,2.0
11389,14,None,2.0
11389,15,None,0.0
11389,19,None,1.0
11389,21,None,0.0
11389,37,None,200.0
11389,48,None,300.0
11389,49,None,0.0
11389,55,None,187500.0
11389,70,None,3.1
11389,76,None,27500.0
11389,79,None,5000.0
11389,102,None,2.0
11389,109,None,0.67
11389,110,None,0.67
11389,111,None,0.67
11389,113,None,0.67
11389,124,None,16777200.0
11389,129,None,15.0
11389,136,None,1.0
11389,153,None,1.34771e-06
11389,182,None,3328.0
11389,183,None,11395.0
11389,188,None,0.0
11389,192,None,6.0
11389,210,None,7.0
11389,217,None,394.0
11389,246,None,394.0
11389,263,None,375.0
11389,265,None,375.0
11389,267,None,0.4
11389,268,None,0.9
11389,269,None,0.65
11389,270,None,0.65
11389,271,None,1.0
11389,272,None,0.4
11389,273,None,0.6
11389,274,None,0.8
11389,277,None,5.0
11389,278,None,1.0
11389,283,None,10.0
11389,422,None,2.0
11389,462,None,6.0
11389,479,None,625000.0
11389,482,None,156.25
11389,484,None,0.75
11389,511,None,0.0
11389,524,None,0.75
11389,525,None,1.0
11389,552,None,30.0
11389,564,None,750.0
11389,600,None,5.0
11389,633,None,5.0
11389,661,None,3000.0
11389,662,None,0.05
11389,1132,None,400.0
11389,1137,None,2.0
11389,1154,None,2.0
11389,1178,None,100.0
11389,1179,None,0.01
11389,1196,None,0.01
11389,1198,None,0.01
11389,1199,None,100.0
11389,1200,None,100.0
11389,1224,None,1.0
11389,1259,None,0.25
11389,1261,None,0.25
11389,1262,None,0.63
11389,1271,None,10.0
11389,1281,None,1.0
11389,1547,None,1.0
11389,2045,None,1.0
11389,2113,None,1.0
11389,2115,None,1.0
11389,5796,None,2.14748e+12
11390,1955,None,400.0
11393,3,None,0.0
11393,9,None,1019.0
11393,11,None,62.0
11393,12,None,5.0
11393,13,None,2.0
11393,14,None,5.0
11393,15,None,0.0
11393,19,None,1.0
11393,21,None,0.0
11393,37,None,275.0
11393,48,None,140.0
11393,49,None,0.0
11393,55,None,187500.0
11393,70,None,4.128
11393,76,None,40000.0
11393,79,None,2000.0
11393,101,None,0.0
11393,102,None,4.0
11393,109,None,0.67
11393,110,None,0.67
11393,111,None,0.67
11393,113,None,0.67
11393,124,None,16777200.0
11393,129,None,12.0
11393,136,None,1.0
11393,153,None,1.34771e-06
11393,182,None,3331.0
11393,183,None,12095.0
11393,188,None,0.0
11393,192,None,5.0
11393,208,None,12.0
11393,209,None,0.0
11393,210,None,0.0
11393,211,None,0.0
11393,217,None,394.0
11393,246,None,394.0
11393,263,None,316.0
11393,265,None,1219.0
11393,267,None,0.5
11393,268,None,0.2
11393,269,None,0.375
11393,270,None,0.65
11393,271,None,1.0
11393,272,None,0.125
11393,273,None,0.3
11393,274,None,0.8
11393,277,None,5.0
11393,278,None,1.0
11393,283,None,0.0
11393,422,None,2.0
11393,464,None,-5.0
11393,479,None,625000.0
11393,482,None,568.8
11393,484,None,0.75
11393,485,None,-10.0
11393,511,None,0.0
11393,524,None,0.75
11393,525,None,1.0
11393,552,None,35.0
11393,564,None,650.0
11393,600,None,5.0
11393,633,None,5.0
11393,661,None,3000.0
11393,662,None,0.05
11393,673,None,10.0
11393,675,None,5.0
11393,1132,None,400.0
11393,1137,None,2.0
11393,1154,None,2.0
11393,1178,None,100.0
11393,1179,None,0.01
11393,1196,None,0.01
11393,1198,None,0.01
11393,1199,None,100.0
11393,1200,None,100.0
11393,1224,None,1.0
11393,1259,None,0.71
11393,1261,None,0.25
11393,1262,None,0.71
11393,1271,None,0.0
11393,1281,None,1.0
11393,1547,None,1.0
11393,1555,None,50.0
11393,1581,None,75.0
11393,1768,None,11350.0
11393,1803,None,-50.0
11393,2045,None,1.0
11393,2113,None,1.0
11393,2115,None,1.0
11393,5796,None,2.14748e+12
11394,422,None,2.0
11394,1955,None,400.0
11395,180,None,166.0
11395,181,None,165.0
11395,182,None,3386.0
11395,183,None,3410.0
11395,275,None,6.0
11395,277,None,5.0
11395,278,None,5.0
11395,280,None,0.0
11395,543,None,-10.0
11395,1047,None,1.0
11396,182,None,11395.0
11396,277,None,1.0
11396,522,None,0.05
11396,546,None,11546.0
11396,790,None,12189.0
11396,1980,None,0.425
11396,1981,None,600.0
11396,2115,None,0.0
11396,2699,None,1.0
11396,2711,None,11396.0
11400,3,None,0.0
11400,9,None,605.0
11400,11,None,39.0
11400,12,None,3.0
11400,13,None,5.0
11400,14,None,4.0
11400,15,None,0.0
11400,19,None,1.0
11400,21,None,0.0
11400,37,None,368.0
11400,48,None,180.0
11400,49,None,0.0
11400,55,None,187500.0
11400,70,None,3.176
11400,76,None,37500.0
11400,79,None,2000.0
11400,101,None,3.0
11400,102,None,1.0
11400,109,None,0.67
11400,110,None,0.67
11400,111,None,0.67
11400,113,None,0.67
11400,124,None,16777200.0
11400,129,None,15.0
11400,136,None,1.0
11400,153,None,1.34771e-06
11400,182,None,3329.0
11400,183,None,12095.0
11400,188,None,0.0
11400,192,None,6.0
11400,208,None,0.0
11400,209,None,11.0
11400,210,None,0.0
11400,211,None,0.0
11400,217,None,394.0
11400,246,None,394.0
11400,263,None,833.0
11400,265,None,457.0
11400,267,None,0.1
11400,268,None,0.9
11400,269,None,0.75
11400,270,None,0.325
11400,271,None,0.25
11400,272,None,0.5
11400,273,None,0.6
11400,274,None,0.4
11400,277,None,5.0
11400,278,None,1.0
11400,283,None,20.0
11400,422,None,2.0
11400,460,None,7.5
11400,479,None,625000.0
11400,482,None,325.0
11400,484,None,0.75
11400,511,None,0.0
11400,524,None,0.75
11400,525,None,1.0
11400,552,None,34.0
11400,564,None,750.0
11400,587,None,-5.0
11400,600,None,5.0
11400,633,None,5.0
11400,661,None,3000.0
11400,662,None,0.05
11400,673,None,5.0
11400,675,None,5.0
11400,1132,None,400.0
11400,1137,None,2.0
11400,1154,None,2.0
11400,1178,None,100.0
11400,1179,None,0.01
11400,1196,None,0.01
11400,1198,None,0.01
11400,1199,None,100.0
11400,1200,None,100.0
11400,1224,None,1.0
11400,1259,None,0.63
11400,1261,None,0.71
11400,1262,None,0.5
11400,1271,None,10.0
11400,1281,None,1.0
11400,1547,None,1.0
11400,1555,None,50.0
11400,1581,None,75.0
11400,1768,None,11425.0
11400,1803,None,-50.0
11400,2045,None,1.0
11400,2113,None,1.0
11400,2115,None,1.0
11400,5796,None,2.14748e+12
11401,422,None,2.0
11401,1955,None,400.0
11433,180,None,165.0
11433,181,None,166.0
11433,182,None,3402.0
11433,183,None,3413.0
11433,275,None,5.0
11433,277,None,5.0
11433,278,None,5.0
11433,280,None,0.0
11433,1982,None,-1.0
11441,180,None,165.0
11441,181,None,166.0
11441,182,None,3402.0
11441,183,None,3413.0
11441,275,None,5.0
11441,277,None,5.0
11441,278,None,5.0
11441,280,None,0.0
11441,1982,None,-1.0
11442,180,None,165.0
11442,181,None,166.0
11442,182,None,3402.0
11442,183,None,3426.0
11442,275,None,5.0
11442,277,None,5.0
11442,278,None,5.0
11442,280,None,0.0
11442,1982,None,-1.0
11443,180,None,165.0
11443,181,None,166.0
11443,182,None,3402.0
11443,183,None,3413.0
11443,275,None,5.0
11443,277,None,5.0
11443,278,None,5.0
11443,280,None,0.0
11443,1982,None,-1.0
11444,180,None,165.0
11444,181,None,166.0
11444,182,None,3402.0
11444,183,None,3392.0
11444,275,None,5.0
11444,277,None,5.0
11444,278,None,5.0
11444,280,None,0.0
11444,1982,None,-1.0
11445,180,None,165.0
11445,181,None,166.0
11445,182,None,3402.0
11445,183,None,3392.0
11445,275,None,5.0
11445,277,None,5.0
11445,278,None,5.0
11445,280,None,0.0
11445,1982,None,-1.0
11446,180,None,165.0
11446,181,None,166.0
11446,182,None,3402.0
11446,183,None,3413.0
11446,275,None,5.0
11446,277,None,5.0
11446,278,None,5.0
11446,280,None,0.0
11446,1982,None,-1.0
11447,180,None,165.0
11447,181,None,166.0
11447,182,None,3402.0
11447,183,None,3413.0
11447,275,None,5.0
11447,277,None,5.0
11447,278,None,5.0
11447,280,None,0.0
11447,1982,None,-1.0
11448,180,None,165.0
11448,181,None,166.0
11448,182,None,3402.0
11448,183,None,3426.0
11448,275,None,5.0
11448,277,None,5.0
11448,278,None,5.0
11448,280,None,0.0
11448,1982,None,-1.0
11449,180,None,165.0
11449,181,None,166.0
11449,182,None,3402.0
11449,183,None,3392.0
11449,275,None,5.0
11449,277,None,5.0
11449,278,None,5.0
11449,280,None,0.0
11449,1982,None,-1.0
11450,180,None,165.0
11450,181,None,166.0
11450,182,None,3402.0
11450,183,None,3392.0
11450,275,None,5.0
11450,277,None,5.0
11450,278,None,5.0
11450,280,None,0.0
11450,1982,None,-1.0
11451,180,None,165.0
11451,181,None,166.0
11451,182,None,3402.0
11451,183,None,3413.0
11451,275,None,5.0
11451,277,None,5.0
11451,278,None,5.0
11451,280,None,0.0
11451,1982,None,-1.0
11452,180,None,165.0
11452,181,None,166.0
11452,182,None,3402.0
11452,183,None,3392.0
11452,275,None,5.0
11452,277,None,5.0
11452,278,None,5.0
11452,280,None,0.0
11452,1982,None,-1.0
11453,180,None,165.0
11453,181,None,166.0
11453,182,None,3402.0
11453,183,None,3426.0
11453,275,None,5.0
11453,277,None,5.0
11453,278,None,5.0
11453,280,None,0.0
11453,1982,None,-1.0
11454,180,None,165.0
11454,181,None,166.0
11454,182,None,3402.0
11454,183,None,3392.0
11454,275,None,5.0
11454,277,None,5.0
11454,278,None,5.0
11454,280,None,0.0
11454,1982,None,-1.0
11455,180,None,165.0
11455,181,None,166.0
11455,182,None,3402.0
11455,183,None,3413.0
11455,275,None,5.0
11455,277,None,5.0
11455,278,None,5.0
11455,280,None,0.0
11455,1982,None,-1.0
11457,9,None,100.0
11458,9,None,100.0
11459,9,None,100.0
11460,9,None,100.0
11461,9,None,100.0
11462,9,None,100.0
11463,9,None,100.0
11464,9,None,100.0
11465,9,None,100.0
11466,9,None,100.0
11467,9,None,100.0
11468,9,None,100.0
11469,9,None,100.0
11470,9,None,100.0
11471,9,None,100.0
11472,9,None,100.0
11473,9,None,100.0
11474,9,None,100.0
11475,9,None,100.0
11476,9,None,100.0
11477,9,None,100.0
11478,9,None,100.0
11479,9,None,100.0
11480,9,None,100.0
11481,9,None,100.0
11482,9,None,100.0
11483,9,None,100.0
11484,9,None,100.0
11485,9,None,100.0
11486,9,None,100.0
11487,180,None,165.0
11487,181,None,166.0
11487,182,None,3402.0
11487,183,None,3392.0
11487,275,None,5.0
11487,277,None,5.0
11487,278,None,5.0
11487,280,None,0.0
11487,1047,None,1.0
11488,9,None,500000.0
11488,182,None,11584.0
11488,277,None,1.0
11488,525,None,1.0
11488,552,None,1500.0
11489,9,None,500000.0
11489,182,None,11584.0
11489,277,None,1.0
11489,525,None,1.0
11489,552,None,3000.0
11490,9,None,500000.0
11490,182,None,11584.0
11490,277,None,1.0
11490,525,None,1.0
11490,552,None,6000.0
11496,182,None,30324.0
11496,277,None,1.0
11513,9,None,100.0
11514,9,None,100.0
11515,9,None,8000.0
11515,37,None,450.0
11515,51,None,5000.0
11515,54,None,75000.0
11515,55,None,1000000.0
11515,64,None,20.0
11515,97,None,500.0
11515,98,None,75000.0
11515,103,None,75000.0
11515,105,None,1.0
11515,114,None,100.0
11515,116,None,0.0
11515,117,None,0.0
11515,118,None,50.0
11515,158,None,25000.0
11515,160,None,0.1
11515,192,None,8.0
11515,193,None,2.0
11515,208,None,30.0
11515,209,None,0.0
11515,210,None,0.0
11515,211,None,0.0
11515,217,None,394.0
11515,237,None,0.25
11515,245,None,464.0
11515,246,None,394.0
11515,247,None,100000.0
11515,263,None,7100.0
11515,265,None,9500.0
11515,267,None,0.5
11515,268,None,0.8
11515,269,None,0.75
11515,270,None,0.65
11515,271,None,1.0
11515,272,None,0.5
11515,273,None,0.6
11515,274,None,0.8
11515,416,None,50000.0
11515,466,None,1.0
11515,475,None,5000.0
11515,476,None,10000.0
11515,479,None,2500000.0
11515,482,None,6000.0
11515,484,None,0.75
11515,504,None,1.0
11515,505,None,10000.0
11515,508,None,300.0
11515,524,None,0.75
11515,525,None,1.0
11515,552,None,400.0
11515,564,None,90.0
11515,565,None,0.5
11515,580,None,0.0
11515,581,None,0.0
11515,582,None,10000.0
11515,583,None,1.0
11515,620,None,400.0
11515,630,None,10000.0
11515,631,None,4000.0
11515,665,None,75000.0
11515,798,None,2.0
11515,854,None,1.0
11515,931,None,1.0
11515,932,None,1.0
11515,938,None,75000.0
11515,942,None,10000.0
11515,943,None,10000.0
11515,950,None,25000.0
11515,1328,None,0.2
11515,1766,None,27.0
11516,9,None,8000.0
11516,37,None,1200.0
11516,51,None,5000.0
11516,54,None,75000.0
11516,55,None,1000000.0
11516,64,None,20.0
11516,97,None,500.0
11516,98,None,75000.0
11516,103,None,75000.0
11516,105,None,1.0
11516,114,None,100.0
11516,116,None,0.0
11516,117,None,0.0
11516,118,None,50.0
11516,158,None,25000.0
11516,160,None,0.1
11516,192,None,8.0
11516,193,None,2.0
11516,208,None,30.0
11516,209,None,0.0
11516,210,None,0.0
11516,211,None,0.0
11516,217,None,394.0
11516,237,None,0.25
11516,245,None,464.0
11516,246,None,394.0
11516,247,None,100000.0
11516,263,None,7100.0
11516,265,None,9500.0
11516,267,None,0.5
11516,268,None,0.8
11516,269,None,0.75
11516,270,None,0.65
11516,271,None,1.0
11516,272,None,0.5
11516,273,None,0.6
11516,274,None,0.8
11516,416,None,50000.0
11516,466,None,1.0
11516,475,None,5000.0
11516,476,None,10000.0
11516,479,None,2500000.0
11516,482,None,6000.0
11516,484,None,0.75
11516,504,None,1.0
11516,505,None,10000.0
11516,508,None,300.0
11516,524,None,0.75
11516,525,None,1.0
11516,552,None,400.0
11516,564,None,90.0
11516,565,None,0.5
11516,580,None,0.0
11516,581,None,0.0
11516,582,None,10000.0
11516,583,None,1.0
11516,620,None,400.0
11516,630,None,10000.0
11516,631,None,4000.0
11516,665,None,75000.0
11516,798,None,2.0
11516,854,None,1.0
11516,931,None,1.0
11516,932,None,1.0
11516,938,None,75000.0
11516,942,None,10000.0
11516,943,None,10000.0
11516,950,None,25000.0
11516,1011,None,0.0
11516,1328,None,0.4
11516,1648,None,1.0
11516,1650,None,1.0
11516,1651,None,0.0
11516,1652,None,1.0
11516,1656,None,0.5
11516,1766,None,27.0
11517,9,None,8000.0
11517,37,None,450.0
11517,51,None,5000.0
11517,54,None,75000.0
11517,55,None,1000000.0
11517,64,None,20.0
11517,97,None,500.0
11517,98,None,75000.0
11517,103,None,75000.0
11517,105,None,1.0
11517,114,None,100.0
11517,116,None,0.0
11517,117,None,0.0
11517,118,None,50.0
11517,158,None,25000.0
11517,160,None,0.1
11517,192,None,8.0
11517,193,None,2.0
11517,208,None,30.0
11517,209,None,0.0
11517,210,None,0.0
11517,211,None,0.0
11517,217,None,394.0
11517,237,None,0.25
11517,245,None,464.0
11517,246,None,394.0
11517,247,None,100000.0
11517,263,None,7100.0
11517,265,None,9500.0
11517,267,None,0.5
11517,268,None,0.8
11517,269,None,0.75
11517,270,None,0.65
11517,271,None,1.0
11517,272,None,0.5
11517,273,None,0.6
11517,274,None,0.8
11517,416,None,50000.0
11517,466,None,1.0
11517,475,None,5000.0
11517,476,None,10000.0
11517,479,None,2500000.0
11517,482,None,6000.0
11517,484,None,0.75
11517,504,None,1.0
11517,505,None,10000.0
11517,508,None,300.0
11517,524,None,0.75
11517,525,None,1.0
11517,552,None,400.0
11517,564,None,90.0
11517,565,None,0.5
11517,580,None,0.0
11517,581,None,0.0
11517,582,None,10000.0
11517,583,None,1.0
11517,620,None,400.0
11517,630,None,10000.0
11517,631,None,4000.0
11517,665,None,75000.0
11517,798,None,2.0
11517,854,None,1.0
11517,931,None,1.0
11517,932,None,1.0
11517,938,None,75000.0
11517,942,None,10000.0
11517,943,None,10000.0
11517,950,None,25000.0
11517,1328,None,0.2
11517,1766,None,27.0
11518,9,None,8000.0
11518,37,None,450.0
11518,51,None,5000.0
11518,54,None,75000.0
11518,55,None,1000000.0
11518,64,None,20.0
11518,97,None,500.0
11518,98,None,75000.0
11518,103,None,75000.0
11518,104,None,-30.0
11518,105,None,1.0
11518,114,None,100.0
11518,116,None,0.0
11518,117,None,0.0
11518,118,None,50.0
11518,158,None,25000.0
11518,160,None,0.1
11518,192,None,8.0
11518,193,None,2.0
11518,208,None,30.0
11518,209,None,0.0
11518,210,None,0.0
11518,211,None,0.0
11518,217,None,394.0
11518,237,None,0.25
11518,245,None,464.0
11518,246,None,394.0
11518,247,None,100000.0
11518,263,None,7100.0
11518,265,None,9500.0
11518,267,None,0.5
11518,268,None,0.8
11518,269,None,0.75
11518,270,None,0.65
11518,271,None,1.0
11518,272,None,0.5
11518,273,None,0.6
11518,274,None,0.8
11518,416,None,50000.0
11518,466,None,1.0
11518,475,None,5000.0
11518,476,None,10000.0
11518,479,None,2500000.0
11518,482,None,6000.0
11518,484,None,0.75
11518,504,None,1.0
11518,505,None,10000.0
11518,508,None,300.0
11518,524,None,0.75
11518,525,None,1.0
11518,552,None,400.0
11518,564,None,90.0
11518,565,None,0.5
11518,580,None,0.0
11518,581,None,0.0
11518,582,None,10000.0
11518,583,None,1.0
11518,620,None,400.0
11518,630,None,10000.0
11518,631,None,4000.0
11518,665,None,75000.0
11518,798,None,2.0
11518,854,None,1.0
11518,931,None,1.0
11518,932,None,1.0
11518,938,None,75000.0
11518,942,None,10000.0
11518,943,None,10000.0
11518,950,None,25000.0
11518,1328,None,0.2
11518,1766,None,27.0
11519,9,None,9000.0
11519,37,None,1200.0
11519,51,None,5000.0
11519,54,None,75000.0
11519,55,None,1000000.0
11519,64,None,20.0
11519,97,None,500.0
11519,98,None,75000.0
11519,103,None,75000.0
11519,105,None,1.0
11519,114,None,50.0
11519,116,None,0.0
11519,117,None,100.0
11519,118,None,0.0
11519,158,None,25000.0
11519,160,None,0.1
11519,192,None,8.0
11519,193,None,2.0
11519,208,None,0.0
11519,209,None,0.0
11519,210,None,30.0
11519,211,None,0.0
11519,217,None,394.0
11519,237,None,0.25
11519,245,None,574.0
11519,246,None,394.0
11519,247,None,100000.0
11519,263,None,7100.0
11519,265,None,8500.0
11519,267,None,0.5
11519,268,None,0.9
11519,269,None,0.65
11519,270,None,0.65
11519,271,None,1.0
11519,272,None,0.5
11519,273,None,0.6
11519,274,None,0.8
11519,416,None,50000.0
11519,466,None,1.0
11519,475,None,5000.0
11519,476,None,10000.0
11519,479,None,2500000.0
11519,482,None,6000.0
11519,484,None,0.75
11519,504,None,1.0
11519,505,None,10000.0
11519,508,None,300.0
11519,524,None,0.75
11519,525,None,1.0
11519,552,None,400.0
11519,564,None,90.0
11519,565,None,0.5
11519,580,None,0.0
11519,581,None,0.0
11519,582,None,10000.0
11519,583,None,1.0
11519,620,None,400.0
11519,630,None,10000.0
11519,631,None,4000.0
11519,640,None,1.0
11519,665,None,75000.0
11519,798,None,2.0
11519,854,None,1.0
11519,931,None,1.0
11519,932,None,1.0
11519,938,None,75000.0
11519,942,None,10000.0
11519,943,None,10000.0
11519,950,None,25000.0
11519,1011,None,0.0
11519,1328,None,0.4
11519,1648,None,1.0
11519,1650,None,1.0
11519,1651,None,0.0
11519,1652,None,1.0
11519,1656,None,0.5
11519,1766,None,27.0
11520,9,None,7100.0
11520,37,None,1200.0
11520,51,None,5000.0
11520,54,None,75000.0
11520,55,None,1000000.0
11520,64,None,20.0
11520,97,None,500.0
11520,98,None,75000.0
11520,103,None,75000.0
11520,105,None,1.0
11520,114,None,25.0
11520,116,None,50.0
11520,117,None,25.0
11520,118,None,50.0
11520,158,None,25000.0
11520,160,None,0.1
11520,192,None,8.0
11520,193,None,2.0
11520,208,None,0.0
11520,209,None,30.0
11520,210,None,0.0
11520,211,None,0.0
11520,217,None,397.0
11520,237,None,0.25
11520,245,None,498.0
11520,246,None,397.0
11520,247,None,100000.0
11520,263,None,8500.0
11520,265,None,9000.0
11520,267,None,0.4
11520,268,None,0.9
11520,269,None,0.75
11520,270,None,0.65
11520,271,None,1.0
11520,272,None,0.5
11520,273,None,0.6
11520,274,None,0.8
11520,416,None,50000.0
11520,466,None,1.0
11520,475,None,5000.0
11520,476,None,10000.0
11520,479,None,2500000.0
11520,482,None,6000.0
11520,484,None,0.75
11520,504,None,1.0
11520,505,None,10000.0
11520,508,None,300.0
11520,524,None,0.75
11520,525,None,1.0
11520,552,None,400.0
11520,564,None,90.0
11520,565,None,0.5
11520,580,None,0.0
11520,581,None,0.0
11520,582,None,10000.0
11520,583,None,1.0
11520,620,None,400.0
11520,636,None,10000.0
11520,637,None,4000.0
11520,640,None,1.0
11520,665,None,75000.0
11520,798,None,2.0
11520,854,None,1.0
11520,931,None,1.0
11520,932,None,1.0
11520,938,None,75000.0
11520,942,None,10000.0
11520,943,None,10000.0
11520,950,None,25000.0
11520,1008,None,0.0
11520,1328,None,0.4
11520,1766,None,27.0
11521,9,None,7100.0
11521,37,None,1200.0
11521,51,None,5000.0
11521,54,None,75000.0
11521,55,None,1000000.0
11521,64,None,20.0
11521,97,None,500.0
11521,98,None,75000.0
11521,103,None,75000.0
11521,105,None,1.0
11521,114,None,0.0
11521,116,None,0.0
11521,117,None,100.0
11521,118,None,50.0
11521,158,None,25000.0
11521,160,None,0.1
11521,192,None,8.0
11521,193,None,2.0
11521,208,None,0.0
11521,209,None,0.0
11521,210,None,0.0
11521,211,None,30.0
11521,217,None,395.0
11521,237,None,0.25
11521,245,None,574.0
11521,246,None,395.0
11521,247,None,100000.0
11521,263,None,9000.0
11521,265,None,8500.0
11521,267,None,0.5
11521,268,None,0.9
11521,269,None,0.75
11521,270,None,0.55
11521,271,None,1.0
11521,272,None,0.5
11521,273,None,0.6
11521,274,None,0.8
11521,416,None,50000.0
11521,466,None,1.0
11521,475,None,5000.0
11521,476,None,10000.0
11521,479,None,2500000.0
11521,482,None,6000.0
11521,484,None,0.75
11521,504,None,1.0
11521,505,None,10000.0
11521,508,None,300.0
11521,524,None,0.75
11521,525,None,1.0
11521,552,None,400.0
11521,564,None,90.0
11521,565,None,0.5
11521,580,None,0.0
11521,581,None,0.0
11521,582,None,10000.0
11521,583,None,1.0
11521,620,None,400.0
11521,636,None,10000.0
11521,637,None,4000.0
11521,640,None,1.0
11521,665,None,75000.0
11521,798,None,2.0
11521,854,None,1.0
11521,931,None,1.0
11521,932,None,1.0
11521,938,None,75000.0
11521,942,None,10000.0
11521,943,None,10000.0
11521,950,None,25000.0
11521,1008,None,0.0
11521,1328,None,0.4
11521,1766,None,27.0
11529,180,None,165.0
